image_path,label
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_1450.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_14558.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_14591.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_1483.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_1490.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_1492.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_14932.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_14975.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_14977.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_14978.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_1500.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_15052.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_15077.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_15201.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_1538.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_15408.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_1551.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_15747.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_1580.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_15830.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_15868.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_15951.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_1598.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_15993.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_15999.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16023.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16031.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16042.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16043.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16195.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16199.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16321.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16325.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16397.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16418.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16486.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16531.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16575.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16604.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16628.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16644.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16659.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16735.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16766.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16787.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16844.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16901.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_16935.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17067.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17083.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17107.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17131.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17141.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17200.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_1722.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17237.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17269.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17357.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_1738.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17406.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17504.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17552.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17584.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17797.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_1782.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_17935.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_18150.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_18170.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_18253.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_18258.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_18402.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_18417.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_1849.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_18646.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_18658.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_18661.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_18860.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_18862.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_18913.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_18939.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_18976.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_19027.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_19085.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_19110.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_19288.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_19386.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_19442.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_19500.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_19694.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_19756.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_19792.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_19813.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_19849.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_19906.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_19951.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_20008.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_20054.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_2006.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_20069.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_20177.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_20250.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_20472.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_20483.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_20523.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_20551.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_20703.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_20748.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_20821.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_20826.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_20957.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_21016.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_21098.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_21151.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_2118.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_21555.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_21569.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_2164.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_21788.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_21812.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_21872.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_22041.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_22118.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_22123.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_22160.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_22314.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_2236.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_22369.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_22582.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_2267.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_22773.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_22808.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_22809.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_22860.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_22888.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_22967.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_23018.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_23147.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_23222.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_23310.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_23312.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_23417.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_23478.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_23519.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_23566.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_23608.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_23706.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_23877.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_23884.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_23979.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_24013.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_24094.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_24114.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_24164.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_24192.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_24212.jpg,Cloudy
C:\Users\Asys\OneDrive\Desktop\edunet\Week 3\Satellite Image data\cloudy\train_2424.jpg,Cloudy
